key,ra,dec,name,host,confirmed_real,confirmed_galaxy,rhalf,rhalf_em,rhalf_ep,position_angle,position_angle_em,position_angle_ep,ellipticity,ellipticity_em,ellipticity_ep,ellipticity_ul,ref_structure,distance_modulus,distance_modulus_em,distance_modulus_ep,ref_distance,apparent_magnitude_v,apparent_magnitude_v_em,apparent_magnitude_v_ep,ref_m_v,vlos_systemic,vlos_systemic_em,vlos_systemic_ep,vlos_sigma,vlos_sigma_em,vlos_sigma_ep,vlos_sigma_ul,ref_vlos,pmra,pmra_em,pmra_ep,pmdec,pmdec_em,pmdec_ep,ref_proper_motion,metallicity_spectroscopic,metallicity_spectroscopic_em,metallicity_spectroscopic_ep,metallicity_spectroscopic_sigma,metallicity_spectroscopic_sigma_em,metallicity_spectroscopic_sigma_ep,metallicity_spectroscopic_sigma_ul,ref_metallicity_spectroscopic,rcore,rcore_em,rcore_ep,rking,rking_em,rking_ep,ref_structure_king,rad_sersic,rad_sersic_em,rad_sersic_ep,n_sersic,n_sersic_em,n_sersic_ep,ref_structure_sersic,age,age_em,age_ep,ref_age,metallicity_isochrone,metallicity_isochrone_em,metallicity_isochrone_ep,ref_metallicity_isochrone,flux_HI,flux_HI_em,flux_HI_ep,flux_HI_ul,ref_flux_HI,metallicity_photometric,metallicity_photometric_em,metallicity_photometric_ep,metallicity_photometric_sigma,metallicity_photometric_sigma_em,metallicity_photometric_sigma_ep,metallicity_photometric_sigma_ul,ref_metallicity_photometric,M_V,M_V_em,M_V_ep,mass_stellar,distance,distance_em,distance_ep,ll,bb,sg_xx,sg_yy,sg_zz,distance_gc,distance_m31,distance_lg,distance_host,mass_HI,mass_HI_ul,metallicity,metallicity_em,metallicity_ep,metallicity_type,velocity_gsr,velocity_lg,mass_dynamical_wolf,mass_dynamical_wolf_em,mass_dynamical_wolf_ep,mass_dynamical_wolf_ul,rhalf_physical,rhalf_physical_em,rhalf_physical_ep,rhalf_sph_physical,rhalf_sph_physical_em,rhalf_sph_physical_ep,surface_brightness_rhalf,distance_measurement_method
lmc_gc-des001sc10,82.85639,-63.45356,DES001SC10,lmc,0,,0.18,,,,,,,,,,Pieres2016MNRAS.461..519P,18.32,0.16,0.16,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.51,0.15,0.15,Pieres2016MNRAS.461..519P,-1.18,0.09,0.09,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,46.13,0.0,0.0,272.8995829,-32.9543943,-27.62,-21.96,-29.72,46.5,799.74,412.55,6.06,,,-1.18,0.09,0.09,isochrone,,,,,,,2.42,,,2.42,,,,
lmc_gc-des001sc11,83.77045,-63.53894,DES001SC11,lmc,0,,0.11,,,,,,,,,,Pieres2016MNRAS.461..519P,18.26,0.02,0.02,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.95,0.09,0.09,Pieres2016MNRAS.461..519P,-0.7,0.09,0.09,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,44.87,0.0,0.0,272.9644904,-32.5412443,-27.03,-21.08,-28.97,45.25,799.32,412.08,6.82,,,-0.7,0.09,0.09,isochrone,,,,,,,1.44,,,1.44,,,,
lmc_gc-des001sc12,83.34019,-63.5963,DES001SC12,lmc,0,,0.22,,,,,,,,,,Pieres2016MNRAS.461..519P,18.39,0.04,0.04,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,0.62,0.62,Pieres2016MNRAS.461..519P,-0.7,0.34,0.34,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,47.64,0.0,0.0,273.048762,-32.7281561,-28.67,-22.52,-30.67,47.97,800.72,413.59,5.36,,,-0.7,0.34,0.34,isochrone,,,,,,,3.05,,,3.05,,,,
lmc_gc-des001sc13,83.40447,-63.0719,DES001SC13,lmc,0,,0.29,,,,,,,,,,Pieres2016MNRAS.461..519P,18.37,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,0.16,0.16,Pieres2016MNRAS.461..519P,-0.34,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,47.21,0.0,0.0,272.424518,-32.7372098,-28.1,-22.29,-30.69,47.61,800.3,413.15,5.9,,,-0.34,0.1,0.1,isochrone,,,,,,,3.98,,,3.98,,,,
lmc_gc-des001sc14,83.80342,-64.61881,DES001SC14,lmc,0,,0.12,,,,,,,,,,Pieres2016MNRAS.461..519P,18.49,0.18,0.18,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76,1.1,1.1,Pieres2016MNRAS.461..519P,-0.34,0.06,0.06,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,49.89,0.0,0.0,274.2400555,-32.4471946,-30.72,-23.44,-31.55,50.04,802.47,415.41,4.33,,,-0.34,0.06,0.06,isochrone,,,,,,,1.74,,,1.74,,,,
lmc_gc-des001sc15,84.57219,-64.50597,DES001SC15,lmc,0,,0.36,,,,,,,,,,Pieres2016MNRAS.461..519P,18.27,0.18,0.18,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,3.83,3.83,Pieres2016MNRAS.461..519P,-0.88,0.44,0.44,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,45.08,0.0,0.0,274.0785408,-32.1260641,-27.79,-20.95,-28.66,45.32,799.98,412.73,6.23,,,-0.88,0.44,0.44,isochrone,,,,,,,4.72,,,4.72,,,,
lmc_gc-des001sc16,83.70146,-62.42295,DES001SC16,lmc,0,,0.32,,,,,,,,,,Pieres2016MNRAS.461..519P,18.1,0.2,0.2,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.38,0.32,0.32,Pieres2016MNRAS.461..519P,-0.88,0.3,0.3,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,41.69,0.0,0.0,271.6448174,-32.6421871,-24.51,-19.58,-27.46,42.28,797.22,409.86,9.69,,,-0.88,0.3,0.3,isochrone,,,,,,,3.88,,,3.88,,,,
lmc_gc-des001sc17,84.74572,-62.45673,DES001SC17,lmc,0,,0.17,,,,,,,,,,Pieres2016MNRAS.461..519P,18.33,0.02,0.02,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.36,0.36,Pieres2016MNRAS.461..519P,-0.48,0.21,0.21,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,46.34,0.0,0.0,271.6568806,-32.1579622,-27.4,-21.43,-30.63,46.85,799.95,412.76,6.81,,,-0.48,0.21,0.21,isochrone,,,,,,,2.29,,,2.29,,,,
lmc_gc-des001sc18,85.17262,-63.81872,DES001SC18,lmc,0,,0.14,,,,,,,,,,Pieres2016MNRAS.461..519P,18.15,0.06,0.06,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,0.3,0.3,Pieres2016MNRAS.461..519P,-0.88,0.25,0.25,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,42.66,0.0,0.0,273.2516543,-31.9042375,-26.0,-19.63,-27.54,43.04,798.56,411.22,8.41,,,-0.88,0.25,0.25,isochrone,,,,,,,1.74,,,1.74,,,,
lmc_gc-des001sc19,85.14443,-63.10033,DES001SC19,lmc,0,,0.11,,,,,,,,,,Pieres2016MNRAS.461..519P,18.18,0.01,0.01,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41,0.21,0.21,Pieres2016MNRAS.461..519P,-0.88,0.26,0.26,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,43.25,0.0,0.0,272.4067518,-31.9492696,-25.97,-19.89,-28.3,43.72,798.63,411.32,8.29,,,-0.88,0.26,0.26,isochrone,,,,,,,1.38,,,1.38,,,,
lmc_gc-des001sc20,84.79894,-62.58597,DES001SC20,lmc,0,,0.59,,,,,,,,,,Pieres2016MNRAS.461..519P,18.32,0.02,0.02,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,0.03,0.03,Pieres2016MNRAS.461..519P,-0.88,0.12,0.12,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,46.13,0.0,0.0,271.8081979,-32.1281241,-27.35,-21.31,-30.43,46.63,799.9,412.7,6.82,,,-0.88,0.12,0.12,isochrone,,,,,,,7.92,,,7.92,,,,
lmc_gc-des001sc21,85.76433,-62.52862,DES001SC21,lmc,0,,0.24,,,,,,,,,,Pieres2016MNRAS.461..519P,18.35,0.09,0.09,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,0.06,0.06,Pieres2016MNRAS.461..519P,-0.7,0.08,0.08,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,46.77,0.0,0.0,271.723149,-31.6853846,-27.82,-21.29,-30.99,47.27,800.47,413.3,6.7,,,-0.7,0.08,0.08,isochrone,,,,,,,3.27,,,3.27,,,,
lmc_gc-des001sc22,85.47493,-62.36156,DES001SC22,lmc,0,,0.23,,,,,,,,,,Pieres2016MNRAS.461..519P,18.57,0.18,0.18,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.29,0.4,0.4,Pieres2016MNRAS.461..519P,-0.58,0.25,0.25,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,51.76,0.0,0.0,271.5309934,-31.823713,-30.64,-23.65,-34.36,52.21,803.02,416.05,6.85,,,-0.58,0.25,0.25,isochrone,,,,,,,3.46,,,3.46,,,,
lmc_gc-des001sc23,87.19662,-65.15252,DES001SC23,lmc,0,,0.31,,,,,,,,,,Pieres2016MNRAS.461..519P,18.58,0.01,0.01,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.35,0.01,0.01,Pieres2016MNRAS.461..519P,-0.01,0.01,0.01,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,52.0,0.0,0.0,274.7728259,-30.979948,-32.82,-23.28,-32.94,52.05,804.76,417.74,5.19,,,-0.01,0.01,0.01,isochrone,,,,,,,4.69,,,4.69,,,,
lmc_gc-des001sc24,89.08272,-64.71755,DES001SC24,lmc,0,,0.24,,,,,,,,,,Pieres2016MNRAS.461..519P,18.31,0.04,0.04,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.33,0.33,Pieres2016MNRAS.461..519P,-1.18,0.09,0.09,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,45.92,0.0,0.0,274.2550432,-30.1869292,-28.97,-19.96,-29.51,46.12,801.61,414.35,6.21,,,-1.18,0.09,0.09,isochrone,,,,,,,3.21,,,3.21,,,,
lmc_gc-des001sc25,88.65418,-64.88716,DES001SC25,lmc,0,,0.19,,,,,,,,,,Pieres2016MNRAS.461..519P,18.48,0.14,0.14,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.08,0.08,Pieres2016MNRAS.461..519P,-0.28,0.12,0.12,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,49.66,0.0,0.0,274.4515827,-30.3692646,-31.38,-21.74,-31.76,49.78,803.71,416.59,4.99,,,-0.28,0.12,0.12,isochrone,,,,,,,2.74,,,2.74,,,,
lmc_gc-des001sc26,88.5592,-65.14752,DES001SC26,lmc,0,,0.25,,,,,,,,,,Pieres2016MNRAS.461..519P,18.16,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35,0.1,0.1,Pieres2016MNRAS.461..519P,-0.88,0.17,0.17,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,42.85,0.0,0.0,274.7537266,-30.4075571,-27.2,-18.8,-27.26,43.04,799.87,412.5,8.07,,,-0.88,0.17,0.17,isochrone,,,,,,,3.12,,,3.12,,,,
lmc_gc-des001sc27,89.60803,-64.59479,DES001SC27,lmc,0,,0.18,,,,,,,,,,Pieres2016MNRAS.461..519P,18.1,0.14,0.14,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.16,0.16,Pieres2016MNRAS.461..519P,-0.7,0.26,0.26,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,41.69,0.0,0.0,274.1153603,-29.9610548,-26.3,-17.97,-26.89,41.97,799.28,411.86,9.33,,,-0.7,0.26,0.26,isochrone,,,,,,,2.18,,,2.18,,,,
lmc_gc-des001sc28,90.8299,-64.83138,DES001SC28,lmc,0,,0.22,,,,,,,,,,Pieres2016MNRAS.461..519P,18.83,0.1,0.1,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.79,0.1,0.1,Pieres2016MNRAS.461..519P,-0.7,0.08,0.08,Pieres2016MNRAS.461..519P,,,,,,,,,,,,,,,,,,58.34,0.0,0.0,274.4005802,-29.4443455,-37.18,-24.69,-37.58,58.37,809.37,422.59,10.62,,,-0.7,0.08,0.08,isochrone,,,,,,,3.73,,,3.73,,,,
lmc_gc-eso_121-03,90.51,-60.524,ESO 121-03,lmc,1,,,,,,,,,,,,,18.34,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.61,0.04,0.04,0.92,0.06,0.06,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,6.9,,,Milone2023A&A...672A.161M,-0.8,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,46.56,0.0,0.0,269.4531349,-29.3815546,-27.19,-19.39,-32.44,47.33,800.94,413.74,8.88,,,-0.8,,,isochrone,,,,,,,,,,,,,,
lmc_gc-hodge_002,79.4537,-69.64539,Hodge 2,lmc,1,,,,,,,,,,,,,18.32,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,2.29,0.13,0.13,0.43,0.15,0.15,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,1.7,,,Milone2023A&A...672A.161M,-0.5,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,46.13,0.0,0.0,280.4522677,-33.4001242,-30.79,-22.69,-25.79,45.61,801.37,414.13,3.49,,,-0.5,,,isochrone,,,,,,,,,,,,,,
lmc_gc-hodge_004,92.15025,-73.8355278,Hodge 4,lmc,1,,0.242,0.032,0.0382,,,,,,,,Mackey2003MNRAS.338..120M,18.37,0.03,0.03,Grocholski2007AJ....134..680G,13.21,0.04,0.04,Bica1996ApJS..102...57B,312.7,1.3,0.6,,,,,Song2021MNRAS.504.4160S,1.632,0.08,0.08,0.379,0.09,0.09,Bennet2022ApJ...935..149B,-0.49,,,0.12,,,,Song2021MNRAS.504.4160S,,,,,,,,,,,,,,,2.14,,,Grocholski2007AJ....134..680G,,,,,,,,,,,,,,,,,,-5.16,0.04,0.04,4.3,47.21,0.0,0.0,284.7159174,-28.9468956,-34.78,-20.26,-24.67,46.09,805.57,418.24,5.8,,,-0.49,,,spectroscopic,103.94,53.27,,,,,3.31,0.47,0.48,3.31,0.47,0.48,21.01,
lmc_gc-hodge_006,85.57208,-71.59097,Hodge 6,lmc,1,,0.782,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,18.4,,,Milone2023A&A...672A.161M,11.811,,,Baumgardt2020PASA...37...46B,241.61,2.27,2.27,,,,,Baumgardt2018MNRAS.478.1520B,1.95,0.06,0.06,0.76,0.06,0.06,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,2.3,,,Milone2023A&A...672A.161M,-0.5,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,-6.59,,,4.87,47.86,0.0,0.0,282.3186905,-31.0756694,-33.56,-21.96,-26.12,47.06,804.21,416.97,3.3,,,-0.5,,,isochrone,34.44,-13.44,,,,,10.89,,,10.89,,,22.17,
lmc_gc-hodge_007,87.5124583,-67.7185,Hodge 7,lmc,1,,,,,,,,,,,,,18.33,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.77,0.05,0.05,0.75,0.07,0.07,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,2.0,,,Milone2023A&A...672A.161M,-0.5,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,46.34,0.0,0.0,277.7534693,-30.7468856,-30.68,-20.75,-27.85,46.11,802.46,415.2,4.39,,,-0.5,,,isochrone,,,,,,,,,,,,,,
lmc_gc-hodge_011,93.595125,-69.84722222222221,Hodge 11,lmc,1,,0.4952,0.011,0.011,25.0,16.0,16.0,0.04,0.03,0.03,,Niederhofer2024A&A...689A.162N,18.57,,,Milone2023A&A...672A.161M,11.775,,,Bica1996ApJS..102...57B,245.9,0.9,0.9,2.5,,,,Mateluna2012A&A...548A..82M,1.466,0.034,0.034,0.989,0.049,0.049,Bennet2022ApJ...935..149B,-2.0,0.04,0.04,,,,,Mateluna2012A&A...548A..82M,,,,,,,,,,,,,,,13.4,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,-6.8,,,4.95,51.76,0.0,0.0,280.1649909,-28.5177109,-36.22,-21.53,-30.05,51.13,807.73,420.59,5.1,,,-2.0,0.04,0.04,spectroscopic,31.77,-18.4,4.63,0.0,0.0,,7.45,0.16,0.16,7.28,0.19,0.19,21.09,
lmc_gc-hodge_301,84.57195,-69.06668,Hodge 301,lmc,1,,0.446,,,,,,,,,,Baumgardt2018MNRAS.478.1520B,18.5,,,Baumgardt2021MNRAS.505.5957B,10.43,,,Baumgardt2020PASA...37...46B,260.51,0.84,0.84,,,,,Baumgardt2018MNRAS.478.1520B,1.73,0.05,0.05,0.7,0.05,0.05,Vasiliev2021MNRAS.505.5978V,,,,,,,,,,,,,,,,,,,,,,,0.02,,,Baumgardt2018MNRAS.478.1520B,,,,,,,,,,,,,,,,,,-8.07,,,5.46,50.12,0.0,0.0,279.4301993,-31.7129409,-33.62,-23.3,-28.95,49.64,804.49,417.37,1.88,,,,,,,52.11,5.62,,,,,6.5,,,6.5,,,19.57,
lmc_gc-ic_2146,84.447375,-74.783694,IC 2146,lmc,1,,,,,,,,,,,,,18.42,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,2.02,0.03,0.03,0.73,0.03,0.03,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,2.2,,,Milone2023A&A...672A.161M,-0.4,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,48.31,0.0,0.0,286.0579035,-30.9157448,-35.41,-22.3,-24.14,47.04,805.29,418.03,5.16,,,-0.4,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_0240,73.612,-68.24864,KMHK 240,lmc,1,,,,,,,,,,,,,18.52,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,2.26,0.12,0.12,-0.01,0.11,0.11,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,2.1,,,Milone2023A&A...672A.161M,-0.5,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,50.58,0.0,0.0,279.4442408,-35.7788513,-32.37,-26.62,-28.32,50.15,802.04,415.04,2.08,,,-0.5,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_0250,73.62633,-69.920861,KMHK 250,lmc,1,,,,,,,,,,,,,18.51,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,2.01,0.09,0.09,0.01,0.08,0.08,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,1.8,,,Milone2023A&A...672A.161M,-0.5,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,50.35,0.0,0.0,281.4031542,-35.2740534,-33.27,-26.24,-27.2,49.69,802.71,415.67,1.85,,,-0.5,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_0291,73.93858333333333,-68.28227777777778,KMHK 291,lmc,1,,,,,,,,,,,,,18.55,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.74,0.12,0.12,-0.13,0.11,0.11,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.3,,,Milone2023A&A...672A.161M,-0.2,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,51.29,0.0,0.0,279.4411811,-35.6533491,-32.87,-26.89,-28.75,50.84,802.5,415.52,2.42,,,-0.2,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_0361,74.15608333333333,-68.16550000000001,KMHK 361,lmc,1,,,,,,,,,,,,,18.43,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.69,0.16,0.16,0.06,0.13,0.13,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,1.35,,,Milone2023A&A...672A.161M,-0.3,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,48.53,0.0,0.0,279.2753447,-35.6088578,-31.05,-25.4,-27.3,48.14,801.02,413.93,1.99,,,-0.3,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_0598,77.39883333333333,-67.80866666666667,KMHK 598,lmc,1,,,,,,,,,,,,,18.5,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.76,0.12,0.12,0.04,0.22,0.22,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.15,,,Milone2023A&A...672A.161M,-0.2,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,50.12,0.0,0.0,278.4817908,-34.5215077,-32.14,-25.38,-28.89,49.79,802.41,415.36,1.38,,,-0.2,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_0676,78.68487499999999,-65.33569444444444,KMHK 676,lmc,1,,,,,,,,,,,,,18.49,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.61,0.04,0.04,0.15,0.08,0.08,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.14,,,Milone2023A&A...672A.161M,-0.2,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,49.89,0.0,0.0,275.417232,-34.5048493,-30.57,-25.06,-30.43,49.92,801.48,414.45,3.36,,,-0.2,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_0987,82.63629166666666,-66.90344444444445,KMHK 987,lmc,1,,,,,,,,,,,,,18.52,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.55,0.03,0.03,0.47,0.04,0.04,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.017,,,Milone2023A&A...672A.161M,-0.2,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,50.58,0.0,0.0,276.9947091,-32.6917862,-32.43,-24.12,-30.42,50.4,803.48,416.43,2.56,,,-0.2,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_1073,83.29479166666665,-71.0225,KMHK 1073,lmc,1,,,,,,,,,,,,,18.34,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,2.1,0.07,0.07,0.54,0.06,0.06,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.45,,,Milone2023A&A...672A.161M,-0.4,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,46.56,0.0,0.0,281.7796663,-31.8783967,-32.15,-21.91,-25.58,45.85,802.83,415.56,3.64,,,-0.4,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmhk_1231,85.29008333333333,-69.90344444444445,KMHK 1231,lmc,1,,,,,,,,,,,,,18.47,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.96,0.09,0.09,0.63,0.15,0.15,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.35,,,Milone2023A&A...672A.161M,-0.3,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,49.43,0.0,0.0,280.3721086,-31.3678791,-33.71,-22.78,-28.08,48.85,804.53,417.37,2.07,,,-0.3,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmk88_27,77.22558333333333,-69.00422222222223,KMK88 27,lmc,1,,,,,,,,,,,,,18.4,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.81,0.58,0.58,-0.3,0.61,0.61,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.2,,,Milone2023A&A...672A.161M,-0.2,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,47.86,0.0,0.0,279.9101714,-34.3095724,-31.38,-24.17,-26.87,47.4,801.65,414.49,1.8,,,-0.2,,,isochrone,,,,,,,,,,,,,,
lmc_gc-kmk88_49,80.29483333333332,-69.94175,KMK88 49,lmc,1,,,,,,,,,,,,,18.44,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,2.51,0.41,0.41,0.34,0.13,0.13,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,0.5,,,Milone2023A&A...672A.161M,-0.4,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,48.75,0.0,0.0,280.7292489,-33.0558136,-32.79,-23.75,-27.17,48.16,803.14,415.99,1.15,,,-0.4,,,isochrone,,,,,,,,,,,,,,
lmc_gc-ngc_1466,56.1365,-71.67097222222223,NGC 1466,lmc,1,,0.1472,0.0085,0.0097,,,,,,,,Mackey2003MNRAS.338..120M,18.58,,,Milone2023A&A...672A.161M,11.43,0.05,0.05,vandenBergh1981A&AS...46...79V,202.5,0.5,0.5,,,,,Song2021MNRAS.504.4160S,1.72,0.06,0.06,-0.74,0.07,0.07,Milone2023A&A...672A.161M,-1.4,,,0.16,,,,Song2021MNRAS.504.4160S,,,,,,,,,,,,,,,13.2,,,Milone2023A&A...672A.161M,-1.5,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,-7.15,0.05,0.05,5.09,52.0,0.0,0.0,286.6988998,-39.5398177,-34.49,-30.65,-23.98,50.82,801.51,414.61,7.41,,,-1.4,,,spectroscopic,18.99,-19.65,,,,,2.22,0.14,0.14,2.22,0.14,0.14,18.16,
lmc_gc-ngc_1644,69.4160417,-66.19897,NGC 1644,lmc,1,,,,,,,,,,,,,18.45,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,1.8,0.02,0.02,-0.29,0.11,0.11,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,,,,,,1.8,,,Milone2023A&A...672A.161M,-0.6,,,Milone2023A&A...672A.161M,,,,,,,,,,,,,,,,,,48.98,0.0,0.0,277.6472794,-37.9624018,-29.7,-27.23,-27.84,48.8,799.29,412.28,4.03,,,-0.6,,,isochrone,,,,,,,,,,,,,,
